dateRep,cum_day,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2018,Daily  total tests,Daily change in cumulative total tests per thousand,Total tests per thousand
31-12-2019,1,31,12,2019,0,0,Belgium,BE,BEL,11422068,0,0,0
01-01-2020,2,1,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
02-01-2020,3,2,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
03-01-2020,4,3,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
04-01-2020,5,4,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
05-01-2020,6,5,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
06-01-2020,7,6,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
07-01-2020,8,7,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
08-01-2020,9,8,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
09-01-2020,10,9,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
10-01-2020,11,10,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
11-01-2020,12,11,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
12-01-2020,13,12,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
13-01-2020,14,13,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
14-01-2020,15,14,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
15-01-2020,16,15,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
16-01-2020,17,16,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
17-01-2020,18,17,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
18-01-2020,19,18,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
19-01-2020,20,19,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
20-01-2020,21,20,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
21-01-2020,22,21,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
22-01-2020,23,22,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
23-01-2020,24,23,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
24-01-2020,25,24,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
25-01-2020,26,25,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
26-01-2020,27,26,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
27-01-2020,28,27,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
28-01-2020,29,28,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
29-01-2020,30,29,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
30-01-2020,31,30,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
31-01-2020,32,31,1,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
01-02-2020,33,1,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
02-02-2020,34,2,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
03-02-2020,35,3,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
04-02-2020,36,4,2,2020,1,0,Belgium,BE,BEL,11422068,1,0,0
05-02-2020,37,5,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
06-02-2020,38,6,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
07-02-2020,39,7,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
08-02-2020,40,8,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
09-02-2020,41,9,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
10-02-2020,42,10,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
11-02-2020,43,11,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
12-02-2020,44,12,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
13-02-2020,45,13,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
14-02-2020,46,14,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
15-02-2020,47,15,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
16-02-2020,48,16,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
17-02-2020,49,17,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
18-02-2020,50,18,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
19-02-2020,51,19,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
20-02-2020,52,20,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
21-02-2020,53,21,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
22-02-2020,54,22,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
23-02-2020,55,23,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
24-02-2020,56,24,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
25-02-2020,57,25,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
26-02-2020,58,26,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
27-02-2020,59,27,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
28-02-2020,60,28,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
29-02-2020,61,29,2,2020,0,0,Belgium,BE,BEL,11422068,0,0,0
01-03-2020,62,1,3,2020,0,0,Belgium,BE,BEL,11422068,56,0.005,0.005
02-03-2020,63,2,3,2020,1,0,Belgium,BE,BEL,11422068,281,0.024,0.029
03-03-2020,64,3,3,2020,6,0,Belgium,BE,BEL,11422068,477,0.041,0.07
04-03-2020,65,4,3,2020,5,0,Belgium,BE,BEL,11422068,634,0.055,0.125
05-03-2020,66,5,3,2020,10,0,Belgium,BE,BEL,11422068,702,0.061,0.185
06-03-2020,67,6,3,2020,27,0,Belgium,BE,BEL,11422068,1006,0.087,0.272
07-03-2020,68,7,3,2020,59,0,Belgium,BE,BEL,11422068,403,0.035,0.306
08-03-2020,69,8,3,2020,60,0,Belgium,BE,BEL,11422068,398,0.035,0.341
09-03-2020,70,9,3,2020,31,0,Belgium,BE,BEL,11422068,550,0.047,0.388
10-03-2020,71,10,3,2020,39,0,Belgium,BE,BEL,11422068,739,0.064,0.451
11-03-2020,72,11,3,2020,28,0,Belgium,BE,BEL,11422068,1018,0.087,0.539
12-03-2020,73,12,3,2020,47,3,Belgium,BE,BEL,11422068,1395,0.121,0.659
13-03-2020,74,13,3,2020,85,0,Belgium,BE,BEL,11422068,2349,0.207,0.861
14-03-2020,75,14,3,2020,160,0,Belgium,BE,BEL,11422068,2013,0.172,1.035
15-03-2020,76,15,3,2020,130,1,Belgium,BE,BEL,11422068,1123,0.101,1.131
16-03-2020,77,16,3,2020,197,0,Belgium,BE,BEL,11422068,1660,0.143,1.274
17-03-2020,78,17,3,2020,199,1,Belgium,BE,BEL,11422068,1940,0.166,1.441
18-03-2020,79,18,3,2020,158,0,Belgium,BE,BEL,11422068,2382,0.208,1.646
19-03-2020,80,19,3,2020,243,9,Belgium,BE,BEL,11422068,2900,0.25,1.896
20-03-2020,81,20,3,2020,309,7,Belgium,BE,BEL,11422068,2613,0.222,2.12
21-03-2020,82,21,3,2020,462,16,Belgium,BE,BEL,11422068,1964,0.168,2.289
22-03-2020,83,22,3,2020,558,30,Belgium,BE,BEL,11422068,1166,0.101,2.39
23-03-2020,84,23,3,2020,586,8,Belgium,BE,BEL,11422068,2640,0.23,2.617
24-03-2020,85,24,3,2020,342,13,Belgium,BE,BEL,11422068,3282,0.282,2.899
25-03-2020,86,25,3,2020,526,34,Belgium,BE,BEL,11422068,3622,0.315,3.211
26-03-2020,87,26,3,2020,668,56,Belgium,BE,BEL,11422068,3552,0.308,3.517
27-03-2020,88,27,3,2020,1298,42,Belgium,BE,BEL,11422068,4241,0.369,3.882
28-03-2020,89,28,3,2020,1049,69,Belgium,BE,BEL,11422068,3319,0.281,4.167
29-03-2020,90,29,3,2020,1850,64,Belgium,BE,BEL,11422068,2018,0.175,4.341
30-03-2020,91,30,3,2020,1702,78,Belgium,BE,BEL,11422068,3363,0.284,4.63
31-03-2020,92,31,3,2020,1063,82,Belgium,BE,BEL,11422068,5462,0.478,5.101
01-04-2020,93,1,4,2020,876,192,Belgium,BE,BEL,11422068,4873,0.422,5.52
02-04-2020,94,2,4,2020,1189,123,Belgium,BE,BEL,11422068,4845,0.407,5.937
03-04-2020,95,3,4,2020,1384,183,Belgium,BE,BEL,11422068,5271,0.435,6.39
04-04-2020,96,4,4,2020,1422,132,Belgium,BE,BEL,11422068,4329,0.367,6.763
05-04-2020,97,5,4,2020,1661,140,Belgium,BE,BEL,11422068,2584,0.22,6.985
06-04-2020,98,6,4,2020,1260,164,Belgium,BE,BEL,11422068,4409,0.38,7.365
07-04-2020,99,7,4,2020,1123,185,Belgium,BE,BEL,11422068,5749,0.492,7.86
08-04-2020,100,8,4,2020,1380,403,Belgium,BE,BEL,11422068,6037,0.514,8.379
09-04-2020,101,9,4,2020,1209,205,Belgium,BE,BEL,11422068,6073,0.499,8.902
10-04-2020,102,10,4,2020,1580,283,Belgium,BE,BEL,11422068,6561,0.472,9.466
31-12-2019,1,31,12,2019,0,0,France,FR,FRA,66987244,0,0,0
01-01-2020,2,1,1,2020,0,0,France,FR,FRA,66987244,0,0,0
02-01-2020,3,2,1,2020,0,0,France,FR,FRA,66987244,0,0,0
03-01-2020,4,3,1,2020,0,0,France,FR,FRA,66987244,0,0,0
04-01-2020,5,4,1,2020,0,0,France,FR,FRA,66987244,0,0,0
05-01-2020,6,5,1,2020,0,0,France,FR,FRA,66987244,0,0,0
06-01-2020,7,6,1,2020,0,0,France,FR,FRA,66987244,0,0,0
07-01-2020,8,7,1,2020,0,0,France,FR,FRA,66987244,0,0,0
08-01-2020,9,8,1,2020,0,0,France,FR,FRA,66987244,0,0,0
09-01-2020,10,9,1,2020,0,0,France,FR,FRA,66987244,0,0,0
10-01-2020,11,10,1,2020,0,0,France,FR,FRA,66987244,0,0,0
11-01-2020,12,11,1,2020,0,0,France,FR,FRA,66987244,0,0,0
12-01-2020,13,12,1,2020,0,0,France,FR,FRA,66987244,0,0,0
13-01-2020,14,13,1,2020,0,0,France,FR,FRA,66987244,0,0,0
14-01-2020,15,14,1,2020,0,0,France,FR,FRA,66987244,0,0,0
15-01-2020,16,15,1,2020,0,0,France,FR,FRA,66987244,0,0,0
16-01-2020,17,16,1,2020,0,0,France,FR,FRA,66987244,0,0,0
17-01-2020,18,17,1,2020,0,0,France,FR,FRA,66987244,0,0,0
18-01-2020,19,18,1,2020,0,0,France,FR,FRA,66987244,0,0,0
19-01-2020,20,19,1,2020,0,0,France,FR,FRA,66987244,0,0,0
20-01-2020,21,20,1,2020,0,0,France,FR,FRA,66987244,0,0,0
21-01-2020,22,21,1,2020,0,0,France,FR,FRA,66987244,0,0,0
22-01-2020,23,22,1,2020,0,0,France,FR,FRA,66987244,0,0,0
23-01-2020,24,23,1,2020,0,0,France,FR,FRA,66987244,0,0,0
24-01-2020,25,24,1,2020,0,0,France,FR,FRA,66987244,0,0,0
25-01-2020,26,25,1,2020,3,0,France,FR,FRA,66987244,3,0,0
26-01-2020,27,26,1,2020,0,0,France,FR,FRA,66987244,0,0,0
27-01-2020,28,27,1,2020,0,0,France,FR,FRA,66987244,0,0,0
28-01-2020,29,28,1,2020,0,0,France,FR,FRA,66987244,0,0,0
29-01-2020,30,29,1,2020,1,0,France,FR,FRA,66987244,1,0,0
30-01-2020,31,30,1,2020,1,0,France,FR,FRA,66987244,1,0,0
31-01-2020,32,31,1,2020,1,0,France,FR,FRA,66987244,1,0,0
01-02-2020,33,1,2,2020,0,0,France,FR,FRA,66987244,0,0,0
02-02-2020,34,2,2,2020,0,0,France,FR,FRA,66987244,0,0,0
03-02-2020,35,3,2,2020,0,0,France,FR,FRA,66987244,0,0,0
04-02-2020,36,4,2,2020,0,0,France,FR,FRA,66987244,0,0,0
05-02-2020,37,5,2,2020,0,0,France,FR,FRA,66987244,0,0,0
06-02-2020,38,6,2,2020,0,0,France,FR,FRA,66987244,0,0,0
07-02-2020,39,7,2,2020,0,0,France,FR,FRA,66987244,0,0,0
08-02-2020,40,8,2,2020,5,0,France,FR,FRA,66987244,5,0,0
09-02-2020,41,9,2,2020,0,0,France,FR,FRA,66987244,0,0,0
10-02-2020,42,10,2,2020,0,0,France,FR,FRA,66987244,0,0,0
11-02-2020,43,11,2,2020,0,0,France,FR,FRA,66987244,0,0,0
12-02-2020,44,12,2,2020,0,0,France,FR,FRA,66987244,0,0,0
13-02-2020,45,13,2,2020,0,0,France,FR,FRA,66987244,0,0,0
14-02-2020,46,14,2,2020,0,0,France,FR,FRA,66987244,0,0,0
15-02-2020,47,15,2,2020,0,1,France,FR,FRA,66987244,0,0,0
16-02-2020,48,16,2,2020,0,0,France,FR,FRA,66987244,0,0,0
17-02-2020,49,17,2,2020,1,0,France,FR,FRA,66987244,1,0,0
18-02-2020,50,18,2,2020,0,0,France,FR,FRA,66987244,0,0,0
19-02-2020,51,19,2,2020,0,0,France,FR,FRA,66987244,0,0,0
20-02-2020,52,20,2,2020,0,0,France,FR,FRA,66987244,0,0,0
21-02-2020,53,21,2,2020,0,0,France,FR,FRA,66987244,0,0,0
22-02-2020,54,22,2,2020,0,0,France,FR,FRA,66987244,0,0,0
23-02-2020,55,23,2,2020,0,0,France,FR,FRA,66987244,0,0,0
24-02-2020,56,24,2,2020,0,0,France,FR,FRA,66987244,0,0.002,0
25-02-2020,57,25,2,2020,0,0,France,FR,FRA,66987244,115,0.004,0.002
26-02-2020,58,26,2,2020,2,0,France,FR,FRA,66987244,266,0.007,0.006
27-02-2020,59,27,2,2020,3,1,France,FR,FRA,66987244,439,0.007,0.013
28-02-2020,60,28,2,2020,21,0,France,FR,FRA,66987244,465,0.009,0.02
29-02-2020,61,29,2,2020,19,0,France,FR,FRA,66987244,586,0.008,0.029
01-03-2020,62,1,3,2020,43,0,France,FR,FRA,66987244,549,0.007,0.037
02-03-2020,63,2,3,2020,30,0,France,FR,FRA,66987244,436,0.011,0.044
03-03-2020,64,3,3,2020,48,1,France,FR,FRA,66987244,707,0.018,0.055
04-03-2020,65,4,3,2020,34,1,France,FR,FRA,66987244,1209,0.019,0.073
05-03-2020,66,5,3,2020,73,0,France,FR,FRA,66987244,1243,0.025,0.092
06-03-2020,67,6,3,2020,138,3,France,FR,FRA,66987244,1649,0.027,0.117
07-03-2020,68,7,3,2020,190,2,France,FR,FRA,66987244,1800,0.024,0.144
08-03-2020,69,8,3,2020,103,1,France,FR,FRA,66987244,1576,0.024,0.168
09-03-2020,70,9,3,2020,410,9,France,FR,FRA,66987244,1596,0.036,0.193
10-03-2020,71,10,3,2020,286,11,France,FR,FRA,66987244,2351,0.066,0.229
11-03-2020,72,11,3,2020,372,3,France,FR,FRA,66987244,3106,0.066,0.295
12-03-2020,73,12,3,2020,497,15,France,FR,FRA,66987244,3861,0.066,0.361
13-03-2020,74,13,3,2020,595,13,France,FR,FRA,66987244,4616,0.066,0.427
14-03-2020,75,14,3,2020,785,18,France,FR,FRA,66987244,5371,0.066,0.493
15-03-2020,76,15,3,2020,838,12,France,FR,FRA,66987244,6126,0.119666667,0.559
16-03-2020,77,16,3,2020,924,36,France,FR,FRA,66987244,5777,0.119666667,0.678666667
17-03-2020,78,17,3,2020,1210,21,France,FR,FRA,66987244,6223,0.119666667,0.798333333
18-03-2020,79,18,3,2020,1097,27,France,FR,FRA,66987244,6669,0.119666667,0.918
19-03-2020,80,19,3,2020,1404,69,France,FR,FRA,66987244,7116,0.119666667,1.037666667
20-03-2020,81,20,3,2020,1861,128,France,FR,FRA,66987244,7562,0.119666667,1.157333333
21-03-2020,82,21,3,2020,1617,78,France,FR,FRA,66987244,8008,0.119666667,1.277
22-03-2020,83,22,3,2020,1847,112,France,FR,FRA,66987244,8455,0.119666667,1.396666667
23-03-2020,84,23,3,2020,1559,112,France,FR,FRA,66987244,8901,0.119666667,1.516333333
24-03-2020,85,24,3,2020,3838,186,France,FR,FRA,66987244,9348,0.253714286,1.636
25-03-2020,86,25,3,2020,2446,240,France,FR,FRA,66987244,9794,0.253714286,1.889714286
26-03-2020,87,26,3,2020,2931,231,France,FR,FRA,66987244,10240,0.253714286,2.143428571
27-03-2020,88,27,3,2020,3922,365,France,FR,FRA,66987244,10687,0.253714286,2.397142857
28-03-2020,89,28,3,2020,3809,299,France,FR,FRA,66987244,11133,0.253714286,2.650857143
29-03-2020,90,29,3,2020,4611,319,France,FR,FRA,66987244,11579,0.253714286,2.904571429
30-03-2020,91,30,3,2020,2599,292,France,FR,FRA,66987244,12026,0.253714286,3.158285714
31-03-2020,92,31,3,2020,4376,418,France,FR,FRA,66987244,12472,0.238142857,3.412
01-04-2020,93,1,4,2020,7578,499,France,FR,FRA,66987244,12918,0.238142857,3.650142857
02-04-2020,94,2,4,2020,4861,509,France,FR,FRA,66987244,13365,0.238142857,3.888285714
03-04-2020,95,3,4,2020,2116,471,France,FR,FRA,66987244,13811,0.238142857,4.126428571
04-04-2020,96,4,4,2020,5233,2004,France,FR,FRA,66987244,14257,0.238142857,4.364571429
05-04-2020,97,5,4,2020,4267,1053,France,FR,FRA,66987244,14704,0.238142857,4.602714286
06-04-2020,98,6,4,2020,1873,518,France,FR,FRA,66987244,15150,0.238142857,4.840857143
07-04-2020,99,7,4,2020,3912,833,France,FR,FRA,66987244,15596,0.238142857,5.079
08-04-2020,100,8,4,2020,3777,1417,France,FR,FRA,66987244,16043,0.238142857,5.317142857
09-04-2020,101,9,4,2020,3881,541,France,FR,FRA,66987244,16489,0.238142857,5.555285714
10-04-2020,102,10,4,2020,4286,1341,France,FR,FRA,66987244,16936,0.238142857,5.793428571
31-12-2019,1,31,12,2019,0,0,India,IN,IND,1352617328,0,0,0
01-01-2020,2,1,1,2020,0,0,India,IN,IND,1352617328,0,0,0
02-01-2020,3,2,1,2020,0,0,India,IN,IND,1352617328,0,0,0
03-01-2020,4,3,1,2020,0,0,India,IN,IND,1352617328,0,0,0
04-01-2020,5,4,1,2020,0,0,India,IN,IND,1352617328,0,0,0
05-01-2020,6,5,1,2020,0,0,India,IN,IND,1352617328,0,0,0
06-01-2020,7,6,1,2020,0,0,India,IN,IND,1352617328,0,0,0
07-01-2020,8,7,1,2020,0,0,India,IN,IND,1352617328,0,0,0
08-01-2020,9,8,1,2020,0,0,India,IN,IND,1352617328,0,0,0
09-01-2020,10,9,1,2020,0,0,India,IN,IND,1352617328,0,0,0
10-01-2020,11,10,1,2020,0,0,India,IN,IND,1352617328,0,0,0
11-01-2020,12,11,1,2020,0,0,India,IN,IND,1352617328,0,0,0
12-01-2020,13,12,1,2020,0,0,India,IN,IND,1352617328,0,0,0
13-01-2020,14,13,1,2020,0,0,India,IN,IND,1352617328,0,0,0
14-01-2020,15,14,1,2020,0,0,India,IN,IND,1352617328,0,0,0
15-01-2020,16,15,1,2020,0,0,India,IN,IND,1352617328,0,0,0
16-01-2020,17,16,1,2020,0,0,India,IN,IND,1352617328,0,0,0
17-01-2020,18,17,1,2020,0,0,India,IN,IND,1352617328,0,0,0
18-01-2020,19,18,1,2020,0,0,India,IN,IND,1352617328,0,0,0
19-01-2020,20,19,1,2020,0,0,India,IN,IND,1352617328,0,0,0
20-01-2020,21,20,1,2020,0,0,India,IN,IND,1352617328,0,0,0
21-01-2020,22,21,1,2020,0,0,India,IN,IND,1352617328,0,0,0
22-01-2020,23,22,1,2020,0,0,India,IN,IND,1352617328,0,0,0
23-01-2020,24,23,1,2020,0,0,India,IN,IND,1352617328,0,0,0
24-01-2020,25,24,1,2020,0,0,India,IN,IND,1352617328,0,0,0
25-01-2020,26,25,1,2020,0,0,India,IN,IND,1352617328,0,0,0
26-01-2020,27,26,1,2020,0,0,India,IN,IND,1352617328,0,0,0
27-01-2020,28,27,1,2020,0,0,India,IN,IND,1352617328,0,0,0
28-01-2020,29,28,1,2020,0,0,India,IN,IND,1352617328,0,0,0
29-01-2020,30,29,1,2020,0,0,India,IN,IND,1352617328,0,0,0
30-01-2020,31,30,1,2020,1,0,India,IN,IND,1352617328,1,0,0
31-01-2020,32,31,1,2020,0,0,India,IN,IND,1352617328,0,0,0
01-02-2020,33,1,2,2020,0,0,India,IN,IND,1352617328,0,0,0
02-02-2020,34,2,2,2020,1,0,India,IN,IND,1352617328,1,0,0
03-02-2020,35,3,2,2020,0,0,India,IN,IND,1352617328,0,0,0
04-02-2020,36,4,2,2020,1,0,India,IN,IND,1352617328,1,0,0
05-02-2020,37,5,2,2020,0,0,India,IN,IND,1352617328,0,0,0
06-02-2020,38,6,2,2020,0,0,India,IN,IND,1352617328,0,0,0
07-02-2020,39,7,2,2020,0,0,India,IN,IND,1352617328,0,0,0
08-02-2020,40,8,2,2020,0,0,India,IN,IND,1352617328,0,0,0
09-02-2020,41,9,2,2020,0,0,India,IN,IND,1352617328,0,0,0
10-02-2020,42,10,2,2020,0,0,India,IN,IND,1352617328,0,0,0
11-02-2020,43,11,2,2020,0,0,India,IN,IND,1352617328,0,0,0
12-02-2020,44,12,2,2020,0,0,India,IN,IND,1352617328,0,0,0
13-02-2020,45,13,2,2020,0,0,India,IN,IND,1352617328,0,0,0
14-02-2020,46,14,2,2020,0,0,India,IN,IND,1352617328,0,0,0
15-02-2020,47,15,2,2020,0,0,India,IN,IND,1352617328,0,0,0
16-02-2020,48,16,2,2020,0,0,India,IN,IND,1352617328,0,0,0
17-02-2020,49,17,2,2020,0,0,India,IN,IND,1352617328,0,0,0
18-02-2020,50,18,2,2020,0,0,India,IN,IND,1352617328,0,0,0
19-02-2020,51,19,2,2020,0,0,India,IN,IND,1352617328,0,0,0
