,geoId,countriesAndTerritories,Dates,cum_day,total_cases,cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,tests_units,rolling_std,Stages
743,AUS,Australia,2020-03-10,46,100,20,3,0,3.9219999999999997,0.784,0.11800000000000001,0.0,,,,,,0.0010484112434753343,1
744,AUS,Australia,2020-03-11,47,112,12,3,0,4.3919999999999995,0.47100000000000003,0.11800000000000001,0.0,,,,,,0.0010379443133690693,1
746,AUS,Australia,2020-03-13,49,156,30,3,0,6.117999999999999,1.176,0.11800000000000001,0.0,,,,,,0.0014579231158020534,1
747,AUS,Australia,2020-03-14,50,197,41,3,0,7.726,1.608,0.11800000000000001,0.0,,,,,,0.0020063456829137786,1
748,AUS,Australia,2020-03-15,51,249,52,3,0,9.765,2.039,0.11800000000000001,0.0,,,,,,0.0016255356878971496,1
750,AUS,Australia,2020-03-17,53,375,77,5,0,14.706,3.02,0.196,0.0,,,,,,0.00227178021922077,1
751,AUS,Australia,2020-03-18,54,454,79,5,0,17.804000000000002,3.0980000000000003,0.196,0.0,,,,,,0.002478645510154008,1
752,AUS,Australia,2020-03-19,55,565,111,6,1,22.156999999999996,4.353,0.235,0.039,,,,,,0.002819385847249727,1
753,AUS,Australia,2020-03-20,56,709,144,6,0,27.804000000000002,5.647,0.235,0.0,,,,,,0.004802908530515151,1
754,AUS,Australia,2020-03-21,57,874,165,7,1,34.275,6.471,0.275,0.039,,,,,,0.004022656299339794,1
755,AUS,Australia,2020-03-22,58,1098,224,7,0,43.059,8.783999999999999,0.275,0.0,143056.0,,5.61,,tests performed,0.006129289375226101,1
756,AUS,Australia,2020-03-23,59,1709,611,7,0,67.02,23.961,0.275,0.0,,,,,,0.0358015566855725,1
757,AUS,Australia,2020-03-24,60,1823,114,7,0,71.491,4.471,0.275,0.0,,,,,,0.03857669968652387,1
758,AUS,Australia,2020-03-25,61,2423,600,8,1,95.02,23.53,0.314,0.039,,,,,,0.04194191709026175,1
759,AUS,Australia,2020-03-26,62,2799,376,11,3,109.765,14.745,0.431,0.11800000000000001,,,,,,0.03594613173292304,1
760,AUS,Australia,2020-03-27,63,3166,367,13,2,124.15700000000001,14.392000000000001,0.51,0.078,,,,,,0.01950661483969616,1
761,AUS,Australia,2020-03-28,64,3378,212,13,0,132.471,8.314,0.51,0.0,,,,,,0.013624538541306526,1
762,AUS,Australia,2020-03-29,65,3809,431,14,1,149.373,16.902,0.5489999999999999,0.039,211261.0,,8.285,,tests performed,0.016640606792633312,1
763,AUS,Australia,2020-03-30,66,4093,284,16,2,160.511,11.137,0.627,0.078,,,,,,0.016494737801173012,1
764,AUS,Australia,2020-03-31,67,4557,464,19,3,178.707,18.195999999999998,0.745,0.11800000000000001,,,,,,0.014161071503540856,1
765,AUS,Australia,2020-04-01,68,4707,150,20,1,184.58900000000003,5.882000000000001,0.784,0.039,,,,,,0.02328366637560165,1
766,AUS,Australia,2020-04-02,69,4976,269,21,1,195.138,10.549000000000001,0.8240000000000001,0.039,,,,,,0.02342625940939711,1
767,AUS,Australia,2020-04-03,70,5224,248,23,2,204.864,9.726,0.902,0.078,,,,,,0.009386198031792824,1
768,AUS,Australia,2020-04-04,71,5548,324,30,7,217.57,12.706,1.176,0.275,,,,,,0.0057997754648782505,1
769,AUS,Australia,2020-04-05,72,5687,139,34,4,223.021,5.4510000000000005,1.3330000000000002,0.157,297154.0,,11.652999999999999,,tests performed,0.01374157628049969,1
770,AUS,Australia,2020-04-06,73,5744,57,36,2,225.25599999999997,2.235,1.412,0.078,302663.0,5509.0,11.869000000000002,0.21600000000000003,tests performed,0.020211481943475315,1
771,AUS,Australia,2020-04-07,74,5844,100,42,6,229.178,3.9219999999999997,1.6469999999999998,0.235,310700.0,8037.0,12.184000000000001,0.315,tests performed,0.006061217221749065,1
772,AUS,Australia,2020-04-08,75,5956,112,45,3,233.57,4.3919999999999995,1.765,0.11800000000000001,319368.0,8668.0,12.524000000000001,0.34,tests performed,0.0042735966162738125,1
773,AUS,Australia,2020-04-09,76,6052,96,50,5,237.334,3.765,1.9609999999999999,0.196,330134.0,10766.0,12.946,0.42200000000000004,tests performed,0.0012304808626958995,1
774,AUS,Australia,2020-04-10,77,6152,100,52,2,241.25599999999997,3.9219999999999997,2.039,0.078,338346.0,8212.0,13.269,0.322,tests performed,0.0012304808626958995,1
775,AUS,Australia,2020-04-11,78,6238,86,54,2,244.62900000000002,3.373,2.1180000000000003,0.078,347847.0,9501.0,13.640999999999998,0.373,tests performed,0.001065627685965181,1
776,AUS,Australia,2020-04-12,79,6289,51,57,3,246.62900000000002,2.0,2.235,0.11800000000000001,353941.0,6094.0,13.88,0.239,tests performed,0.003729696900878891,1
777,AUS,Australia,2020-04-13,80,6322,33,61,4,247.923,1.294,2.392,0.157,362136.0,8195.0,14.200999999999999,0.321,tests performed,0.003982646969252117,1
778,AUS,Australia,2020-04-14,81,6366,44,61,0,249.648,1.725,2.392,0.0,366493.0,4357.0,14.372,0.171,tests performed,0.0013408854331130521,1
779,AUS,Australia,2020-04-15,82,6416,50,61,0,251.609,1.9609999999999999,2.392,0.0,371377.0,4884.0,14.564,0.192,tests performed,0.001274076858910919,1
783,AUS,Australia,2020-04-19,86,6586,53,69,2,258.276,2.0780000000000003,2.7060000000000004,0.078,420996.0,14486.0,16.51,0.568,tests performed,0.00134088543311305,1
784,AUS,Australia,2020-04-20,87,6612,26,70,1,259.295,1.02,2.745,0.039,431734.0,10738.0,16.930999999999997,0.42100000000000004,tests performed,0.0020172006531148025,1
785,AUS,Australia,2020-04-21,88,6625,13,71,1,259.805,0.51,2.784,0.039,439842.0,8108.0,17.249000000000002,0.318,tests performed,0.0030152575622486365,1
787,AUS,Australia,2020-04-23,90,6654,7,74,0,260.942,0.275,2.9019999999999997,0.0,466659.0,14218.0,18.3,0.5579999999999999,tests performed,0.0011156841192949477,1
788,AUS,Australia,2020-04-24,91,6667,13,75,1,261.452,0.51,2.9410000000000003,0.039,482370.0,15711.0,18.917,0.616,tests performed,0.0011156841192949477,1
866,AUT,Austria,2020-03-09,13,102,3,0,0,11.325,0.33299999999999996,0.0,0.0,4734.0,225.0,0.526,0.025,tests performed,0.0010002515569060627,1
868,AUT,Austria,2020-03-11,15,182,51,0,0,20.208,5.662999999999999,0.0,0.0,5362.0,336.0,0.595,0.037000000000000005,tests performed,0.0015470840075496406,1
869,AUT,Austria,2020-03-12,16,246,64,0,0,27.314,7.106,0.0,0.0,5869.0,507.0,0.652,0.055999999999999994,tests performed,0.0011391285823806668,1
870,AUT,Austria,2020-03-13,17,361,115,1,1,40.083,12.769,0.111,0.111,6582.0,713.0,0.731,0.079,tests performed,0.0021780951835028177,1
871,AUT,Austria,2020-03-14,18,504,143,1,0,55.96,15.878,0.111,0.0,7467.0,885.0,0.8290000000000001,0.098,tests performed,0.0025789794630674172,1
872,AUT,Austria,2020-03-15,19,655,151,1,0,72.726,16.766,0.111,0.0,8167.0,700.0,0.907,0.078,tests performed,0.001217131060782337,1
873,AUT,Austria,2020-03-16,20,860,205,1,0,95.488,22.761999999999997,0.111,0.0,8490.0,323.0,0.943,0.036000000000000004,tests performed,0.0021714231528241145,1
874,AUT,Austria,2020-03-17,21,1016,156,3,2,112.809,17.320999999999998,0.33299999999999996,0.222,10278.0,1788.0,1.141,0.19899999999999998,tests performed,0.001921219106091871,1
875,AUT,Austria,2020-03-18,22,1332,316,3,0,147.895,35.086,0.33299999999999996,0.0,11977.0,1699.0,1.33,0.18899999999999997,tests performed,0.005278323303561715,1
876,AUT,Austria,2020-03-19,23,1646,314,4,1,182.75900000000001,34.864000000000004,0.444,0.111,13724.0,1747.0,1.524,0.19399999999999998,tests performed,0.005911025648073402,1
877,AUT,Austria,2020-03-20,24,2196,550,6,2,243.827,61.068000000000005,0.6659999999999999,0.222,15613.0,1889.0,1.734,0.21,tests performed,0.008736140520507335,1
878,AUT,Austria,2020-03-21,25,2649,453,6,0,294.124,50.298,0.6659999999999999,0.0,18545.0,2932.0,2.059,0.326,tests performed,0.007637708195806598,1
879,AUT,Austria,2020-03-22,26,3024,375,8,2,335.76099999999997,41.637,0.888,0.222,21368.0,2823.0,2.373,0.313,tests performed,0.005644951144715593,1
880,AUT,Austria,2020-03-23,27,3631,607,16,8,403.158,67.39699999999999,1.777,0.888,23429.0,2061.0,2.6010000000000004,0.22899999999999998,tests performed,0.007601344643389516,1
881,AUT,Austria,2020-03-24,28,4486,855,25,9,498.09,94.932,2.7760000000000002,0.9990000000000001,28391.0,4962.0,3.1519999999999997,0.551,tests performed,0.015455826432939286,2
882,AUT,Austria,2020-03-25,29,5282,796,30,5,586.472,88.382,3.3310000000000004,0.555,32407.0,4016.0,3.5980000000000003,0.446,tests performed,0.008341662764356972,2
883,AUT,Austria,2020-03-26,30,5888,606,34,4,653.757,67.285,3.775,0.444,35995.0,3588.0,3.997,0.39799999999999996,tests performed,0.008377864552389919,1
884,AUT,Austria,2020-03-27,31,7029,1141,52,18,780.445,126.68799999999999,5.774,1.999,39552.0,3557.0,4.3919999999999995,0.395,tests performed,0.01746290617268082,2
885,AUT,Austria,2020-03-28,32,7697,668,68,16,854.6139999999999,74.169,7.55,1.777,42750.0,3198.0,4.747,0.355,tests performed,0.018841746646786187,2
886,AUT,Austria,2020-03-29,33,8291,594,68,0,920.568,65.953,7.55,0.0,46441.0,3691.0,5.156000000000001,0.41,tests performed,0.019107862737215514,1
887,AUT,Austria,2020-03-30,34,8813,522,86,18,978.5260000000001,57.958999999999996,9.549,1.999,49455.0,3014.0,5.4910000000000005,0.335,tests performed,0.004700423866416952,1
888,AUT,Austria,2020-03-31,35,9618,805,108,22,1067.907,89.381,11.991,2.443,52344.0,2889.0,5.812,0.321,tests performed,0.009470049814331392,2
889,AUT,Austria,2020-04-01,36,10182,564,128,20,1130.529,62.622,14.212,2.221,55863.0,3519.0,6.202999999999999,0.391,tests performed,0.009833012231585,1
890,AUT,Austria,2020-04-02,37,10711,529,146,18,1189.265,58.736000000000004,16.211,1.999,92190.0,36327.0,10.236,4.033,tests performed,0.009675329288974039,1
891,AUT,Austria,2020-04-03,38,11129,418,158,12,1235.677,46.411,17.543,1.3319999999999999,98343.0,6153.0,10.919,0.6829999999999999,tests performed,0.00490796101511003,1
892,AUT,Austria,2020-04-04,39,11525,396,168,10,1279.646,43.968999999999994,18.653,1.11,104134.0,5791.0,11.562000000000001,0.643,tests performed,0.004590205754535811,1
893,AUT,Austria,2020-04-05,40,11766,241,186,18,1306.404,26.759,20.651999999999997,1.999,108416.0,4282.0,12.038,0.475,tests performed,0.006211405500289958,1
894,AUT,Austria,2020-04-06,41,11983,217,204,18,1330.4979999999998,24.094,22.651,1.999,111296.0,2880.0,12.357000000000001,0.32,tests performed,0.006255964058097103,1
895,AUT,Austria,2020-04-07,42,12297,314,220,16,1365.362,34.864000000000004,24.427,1.777,115235.0,3939.0,12.795,0.43700000000000006,tests performed,0.0032528892442080263,1
896,AUT,Austria,2020-04-08,43,12640,343,243,23,1403.4460000000001,38.084,26.980999999999998,2.5540000000000003,120755.0,5520.0,13.408,0.613,tests performed,0.0042487523359343304,1
898,AUT,Austria,2020-04-10,45,13248,279,295,22,1470.954,30.978,32.754,2.443,134743.0,8456.0,14.960999999999999,0.9390000000000001,tests performed,0.0021663259083459403,1
899,AUT,Austria,2020-04-11,46,13560,312,319,24,1505.596,34.641999999999996,35.419000000000004,2.665,140975.0,6232.0,15.652999999999999,0.6920000000000001,tests performed,0.0016369252862591143,1
900,AUT,Austria,2020-04-12,47,13807,247,337,18,1533.021,27.425,37.418,1.999,144877.0,3902.0,16.086,0.433,tests performed,0.0020926715617793756,1
901,AUT,Austria,2020-04-13,48,13937,130,350,13,1547.455,14.434000000000001,38.861,1.443,148412.0,3535.0,16.479,0.392,tests performed,0.005938431878164219,1
902,AUT,Austria,2020-04-14,49,14043,106,368,18,1559.225,11.769,40.86,1.999,151796.0,3384.0,16.854,0.376,tests performed,0.004857299391550389,1
903,AUT,Austria,2020-04-15,50,14234,191,384,16,1580.432,21.206999999999997,42.636,1.777,156801.0,5005.0,17.41,0.556,tests performed,0.0028215574054607576,1
904,AUT,Austria,2020-04-16,51,14370,136,393,9,1595.5320000000002,15.1,43.636,0.9990000000000001,162816.0,6015.0,18.078,0.6679999999999999,tests performed,0.002775635214812854,1
905,AUT,Austria,2020-04-17,52,14448,78,410,17,1604.193,8.661,45.523,1.8880000000000001,169272.0,6456.0,18.795,0.7170000000000001,tests performed,0.003638312843882982,1
906,AUT,Austria,2020-04-18,53,14603,155,431,21,1621.4029999999998,17.21,47.855,2.332,175932.0,6660.0,19.534000000000002,0.7390000000000001,tests performed,0.0025827275925737613,1
907,AUT,Austria,2020-04-19,54,14662,59,443,12,1627.953,6.551,49.187,1.3319999999999999,179243.0,3311.0,19.902,0.368,tests performed,0.003273217352969677,1
908,AUT,Austria,2020-04-20,55,14710,48,452,9,1633.283,5.33,50.187,0.9990000000000001,182949.0,3706.0,20.313,0.41100000000000003,tests performed,0.003789748734277871,1
911,AUT,Austria,2020-04-23,58,14924,91,494,31,1657.0439999999999,10.104,54.85,3.4419999999999997,205835.0,4041.0,22.854,0.449,tests performed,0.0013232084340393073,1
912,AUT,Austria,2020-04-24,59,14985,61,508,14,1663.817,6.773,56.403999999999996,1.554,212686.0,6851.0,23.615,0.7609999999999999,tests performed,0.0013663678271325756,1
913,AUT,Austria,2020-04-25,60,15068,83,513,5,1673.033,9.216000000000001,56.958999999999996,0.555,221089.0,8403.0,24.548000000000002,0.9329999999999999,tests performed,0.0010002515569060612,1
919,AUT,Austria,2020-05-01,66,15457,93,584,4,1716.224,10.325999999999999,64.843,0.444,264079.0,7680.0,29.320999999999998,0.853,tests performed,0.001472486849015426,1
920,AUT,Austria,2020-05-02,67,15531,74,589,5,1724.44,8.216000000000001,65.398,0.555,,,,,,0.0013874441533186525,1
2452,CHE,Switzerland,2020-03-07,11,209,122,1,0,24.149,14.097000000000001,0.11599999999999999,0.0,6268.0,731.0,0.7240000000000001,0.084,tests performed,0.0018981073360093401,1
2453,CHE,Switzerland,2020-03-08,12,264,55,1,0,30.504,6.355,0.11599999999999999,0.0,7002.0,734.0,0.809,0.085,tests performed,0.001605934763657592,1
2454,CHE,Switzerland,2020-03-09,13,332,68,2,1,38.361,7.857,0.231,0.11599999999999999,8579.0,1577.0,0.991,0.182,tests performed,0.0011994237595814618,1
2456,CHE,Switzerland,2020-03-11,15,490,116,3,1,56.617,13.402999999999999,0.34700000000000003,0.11599999999999999,13284.0,2601.0,1.535,0.301,tests performed,0.0012673380798326553,1
2457,CHE,Switzerland,2020-03-12,16,642,152,4,1,74.18,17.563,0.462,0.11599999999999999,17891.0,4607.0,2.0669999999999997,0.532,tests performed,0.0018932979346925134,1
2458,CHE,Switzerland,2020-03-13,17,854,212,4,0,98.676,24.496,0.462,0.0,22508.0,4617.0,2.6010000000000004,0.5329999999999999,tests performed,0.0016372095946232056,1
2459,CHE,Switzerland,2020-03-14,18,1121,267,7,3,129.526,30.851,0.809,0.34700000000000003,27475.0,4967.0,3.175,0.574,tests performed,0.0019417363138587776,1
2461,CHE,Switzerland,2020-03-16,20,2200,841,13,2,254.2,97.17399999999999,1.5019999999999998,0.231,35445.0,5187.0,4.096,0.599,tests performed,0.011480652642437352,2
2462,CHE,Switzerland,2020-03-17,21,2200,0,14,1,254.2,0.0,1.618,0.11599999999999999,44382.0,8937.0,5.127999999999999,1.033,tests performed,0.014634396601069051,1
2463,CHE,Switzerland,2020-03-18,22,2650,450,19,5,306.195,51.995,2.195,0.578,54605.0,10223.0,6.309,1.181,tests performed,0.014207169850878684,1
2464,CHE,Switzerland,2020-03-19,23,3010,360,21,2,347.791,41.596000000000004,2.426,0.231,64148.0,9543.0,7.412000000000001,1.103,tests performed,0.008038539531288,1
2465,CHE,Switzerland,2020-03-20,24,3888,878,33,12,449.24,101.449,3.813,1.3869999999999998,72263.0,8115.0,8.35,0.938,tests performed,0.00934337515414413,2
2466,CHE,Switzerland,2020-03-21,25,4840,952,43,10,559.239,109.999,4.968,1.155,78478.0,6215.0,9.068,0.718,tests performed,0.010889154068665512,2
2467,CHE,Switzerland,2020-03-22,26,6077,1237,56,13,702.168,142.929,6.471,1.5019999999999998,82101.0,3623.0,9.486,0.419,tests performed,0.006399060931692144,2
2468,CHE,Switzerland,2020-03-23,27,6971,894,60,4,805.466,103.29700000000001,6.933,0.462,88181.0,6080.0,10.189,0.703,tests performed,0.006197854521267402,2
2469,CHE,Switzerland,2020-03-24,28,8015,1044,66,6,926.095,120.62899999999999,7.626,0.693,93993.0,5812.0,10.86,0.672,tests performed,0.005804761182277138,2
2470,CHE,Switzerland,2020-03-25,29,8789,774,86,20,1015.5269999999999,89.432,9.937000000000001,2.311,101358.0,7365.0,11.710999999999999,0.851,tests performed,0.00456679132349898,2
2471,CHE,Switzerland,2020-03-26,30,9714,925,103,17,1122.407,106.87899999999999,11.901,1.964,109626.0,8268.0,12.667,0.955,tests performed,0.004568080490637028,2
2472,CHE,Switzerland,2020-03-27,31,10714,1000,161,58,1237.952,115.545,18.602999999999998,6.702000000000001,116726.0,7100.0,13.487,0.82,tests performed,0.0038859662490913155,2
2473,CHE,Switzerland,2020-03-28,32,12104,1390,197,36,1398.56,160.608,22.761999999999997,4.16,122511.0,5785.0,14.155999999999999,0.6679999999999999,tests performed,0.00842784939087159,2
2474,CHE,Switzerland,2020-03-29,33,13152,1048,235,38,1519.651,121.09100000000001,27.153000000000002,4.391,125915.0,3404.0,14.549000000000001,0.39299999999999996,tests performed,0.007179419233021292,2
2475,CHE,Switzerland,2020-03-30,34,14274,1122,257,22,1649.293,129.642,29.695,2.542,130102.0,4187.0,15.033,0.484,tests performed,0.006074438796203564,2
2476,CHE,Switzerland,2020-03-31,35,15412,1138,295,38,1780.783,131.49,34.086,4.391,136865.0,6763.0,15.814,0.7809999999999999,tests performed,0.0016208860603632532,2
2477,CHE,Switzerland,2020-04-01,36,16108,696,373,78,1861.203,80.419,43.098,9.013,143625.0,6760.0,16.595,0.7809999999999999,tests performed,0.008463226423445415,2
2478,CHE,Switzerland,2020-04-02,37,17070,962,378,5,1972.3570000000002,111.155,43.676,0.578,150765.0,7140.0,17.42,0.825,tests performed,0.007512048782448677,2
